rate,location,rest_type,cuisines
4.0,Bellandur,Casual Dining,North Indian
3.5,Marathahalli,Quick Bites,"Chinese, Momos"
4.0,Sarjapur Road,Delivery,Biryani
3.6,Bellandur,Quick Bites,"North Indian, Chinese"
4.1,HSR,Delivery,North Indian
3.9,Bellandur,"Bakery, Dessert Parlor","Bakery, Desserts"
3.9,Bellandur,Quick Bites,Kerala
3.6,Sarjapur Road,Quick Bites,South Indian
3.3,Bellandur,Quick Bites,"North Indian, Mughlai, Biryani, Chinese"
2.8,HSR,Casual Dining,"North Indian, Chinese"
3.3,East Bangalore,Delivery,"Andhra, Biryani, North Indian, South Indian"
3.1,Marathahalli,Casual Dining,"South Indian, North Indian, Chinese, Beverages"
2.8,Bellandur,Quick Bites,"Pizza, Fast Food"
3.7,Sarjapur Road,Casual Dining,North Indian
3.0,HSR,Casual Dining,North Indian
3.5,Bellandur,Quick Bites,"North Indian, Chinese, Juices"
3.9,Sarjapur Road,Quick Bites,"South Indian, North Indian, Chinese"
2.9,HSR,Casual Dining,"North Indian, Andhra"
3.9,Bellandur,Beverage Shop,"Beverages, Ice Cream, Fast Food"
3.8,HSR,Quick Bites,"Biryani, South Indian"
3.1,Bellandur,Quick Bites,"Rajasthani, North Indian"
2.8,HSR,Quick Bites,North Indian
3.9,Sarjapur Road,Delivery,"North Indian, Biryani"
3.7,Old Airport Road,Delivery,"North Indian, Chinese"
0.0,Bellandur,Quick Bites,North Indian
3.9,Marathahalli,Casual Dining,"North Indian, Biryani, Andhra, Chinese"
3.4,Bellandur,Quick Bites,Biryani
4.3,Sarjapur Road,Delivery,"American, Italian, Bakery, Desserts, Sandwich, Beverages, Salad, Rolls"
4.0,Marathahalli,Beverage Shop,"Beverages, Desserts"
3.8,Marathahalli,Bakery,"Bakery, Desserts"
4.1,Sarjapur Road,Delivery,"Mexican, Italian"
2.9,Sarjapur Road,Casual Dining,"Arabian, North Indian, Chinese, Kerala, Seafood, Biryani"
3.5,Bellandur,Quick Bites,North Indian
4.1,Bellandur,Quick Bites,"North Indian, Biryani, Fast Food"
4.2,Sarjapur Road,Quick Bites,"Beverages, Fast Food, Tea"
3.7,Bellandur,Casual Dining,"South Indian, North Indian, Chinese, Street Food"
3.7,Bellandur,Quick Bites,"South Indian, North Indian, Chinese"
4.6,Sarjapur Road,"Bar, Casual Dining","American, North Indian, Chinese, Finger Food"
3.9,HSR,Quick Bites,Arabian
3.8,Marathahalli,Casual Dining,"North Indian, Biryani, Andhra, South Indian"
3.5,HSR,Casual Dining,"Andhra, Chinese, North Indian, Hyderabadi"
4.3,Bellandur,Casual Dining,"Continental, North Indian, Beverages"
2.9,Bellandur,Quick Bites,North Indian
2.9,Bellandur,Quick Bites,"North Indian, Chinese"
4.3,Bellandur,"Bakery, Dessert Parlor","Bakery, Desserts, Italian"
2.3,Bellandur,Casual Dining,North Indian
3.6,Bellandur,Delivery,Andhra
3.3,Bellandur,Bakery,Bakery
3.0,Marathahalli,Quick Bites,"North Indian, Chinese, Biryani"
4.0,Marathahalli,Casual Dining,"Hyderabadi, Andhra, North Indian, Chinese, South Indian"
4.9,Sarjapur Road,Microbrewery,"Continental, North Indian, Italian, South Indian, Finger Food"
3.7,HSR,Quick Bites,Desserts
3.6,Sarjapur Road,Dessert Parlor,Desserts
4.5,Sarjapur Road,Casual Dining,"Maharashtrian, Seafood"
4.5,Bellandur,"Casual Dining, Bar","American, Tex-Mex, Burger, BBQ"
3.1,Bellandur,Casual Dining,"Hyderabadi, North Indian, Biryani"
3.5,Sarjapur Road,Delivery,Burger
3.4,Sarjapur Road,Casual Dining,"Andhra, North Indian, Chinese"
0.0,Marathahalli,Quick Bites,"Healthy Food, Continental, North Indian, Chinese"
2.6,Bellandur,Casual Dining,"Fast Food, Continental"
3.5,HSR,Quick Bites,"Street Food, Gujarati"
3.4,Bellandur,Casual Dining,"Biryani, Hyderabadi, Chinese, North Indian"
3.5,HSR,Quick Bites,"South Indian, North Indian, Chinese, Street Food, Juices"
3.4,Sarjapur Road,Quick Bites,"Chinese, Momos"
3.5,Sarjapur Road,Delivery,"Sandwich, Beverages"
0.0,Bellandur,Quick Bites,"Desserts, Ice Cream"
3.6,Bellandur,Quick Bites,"North Indian, Chinese, Biryani"
3.6,Sarjapur Road,"Takeaway, Delivery","Italian, North Indian, Biryani"
3.9,HSR,Delivery,"North Indian, Rajasthani"
3.7,Sarjapur Road,Casual Dining,"Tamil, South Indian, North Indian, Chinese"
4.1,HSR,Quick Bites,"North Indian, Fast Food, Street Food"
0.0,Bellandur,Quick Bites,"Asian, Chinese"
4.4,Marathahalli,"Casual Dining, Bar",North Indian
4.0,Marathahalli,Quick Bites,Fast Food
3.8,Bellandur,Casual Dining,"Chinese, Asian, Momos"
3.7,Sarjapur Road,Quick Bites,"Andhra, North Indian, Biryani"
3.7,HSR,Casual Dining,Bengali
4.4,Sarjapur Road,"Microbrewery, Casual Dining","Finger Food, Continental, Seafood"
3.9,HSR,Casual Dining,"Biryani, North Indian, Chinese, Seafood"
4.1,HSR,Cafe,"Cafe, Continental, Burger"
3.8,HSR,"Takeaway, Delivery","North Indian, Italian, Chinese"
3.9,Sarjapur Road,Delivery,"Healthy Food, Beverages"
3.8,HSR,Quick Bites,"Oriya, Bengali"
0.0,HSR,Dessert Parlor,"Ice Cream, Desserts"
3.5,Sarjapur Road,Quick Bites,"Tea, Beverages, Sandwich, Fast Food"
4.0,Bellandur,"Bakery, Dessert Parlor","Bakery, Desserts"
3.6,Bellandur,Quick Bites,North Indian
3.5,Sarjapur Road,Quick Bites,"Fast Food, Beverages, Ice Cream, Juices, Sandwich"
3.9,Bellandur,Casual Dining,"Biryani, Mughlai, Chinese, North Indian, Kebab"
4.0,Marathahalli,Casual Dining,"North Indian, Chinese"
3.6,HSR,Casual Dining,"North Indian, Biryani"
3.6,Marathahalli,"Takeaway, Delivery","North Indian, Chinese"
3.8,Sarjapur Road,Quick Bites,"Kerala, Chinese, North Indian"
3.1,HSR,Quick Bites,"North Indian, Kebab, Chinese, Fast Food"
3.6,Bellandur,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream"
4.3,Bellandur,Quick Bites,"Kebab, Biryani"
3.6,Sarjapur Road,"Takeaway, Delivery","North Indian, Biryani, Mughlai, Kebab"
4.1,Bellandur,"Takeaway, Delivery",Street Food
4.4,Marathahalli,"Casual Dining, Bar","North Indian, Japanese"
3.6,Bellandur,Quick Bites,"Pizza, Fast Food"
3.9,HSR,Beverage Shop,Beverages
4.0,Bellandur,Beverage Shop,"Beverages, Fast Food"
3.6,Sarjapur Road,"Takeaway, Delivery","South Indian, North Indian, Chinese"
3.1,Sarjapur Road,Casual Dining,Mangalorean
3.9,Sarjapur Road,Delivery,"North Indian, Continental"
3.4,Bellandur,Quick Bites,"Mithai, Fast Food"
4.2,HSR,Casual Dining,"Japanese, North Indian, Italian, Korean, Mexican, Thai"
3.6,Sarjapur Road,Quick Bites,"North Indian, Chinese, Biryani"
3.8,Bellandur,Quick Bites,"Andhra, North Indian"
3.9,HSR,Casual Dining,"Italian, Chinese, Continental, Steak"
3.0,Indiranagar,Delivery,Pizza
4.2,Marathahalli,Quick Bites,North Indian
3.9,Bellandur,Quick Bites,"South Indian, North Indian, Chinese"
3.0,Bellandur,Quick Bites,"Rolls, North Indian, Chinese, Biryani"
3.9,HSR,Casual Dining,"Chinese, Thai"
3.6,Sarjapur Road,Quick Bites,"Biryani, North Indian"
3.7,Sarjapur Road,Casual Dining,Kerala
3.4,Sarjapur Road,Quick Bites,"Fast Food, Chinese, North Indian, Biryani"
3.5,Sarjapur Road,Kiosk,Turkish
4.3,Bellandur,Casual Dining,Modern Indian
0.0,Bellandur,Quick Bites,"North Indian, Chinese, Biryani, Kebab"
3.9,Sarjapur Road,Quick Bites,"Biryani, South Indian"
3.5,Sarjapur Road,Delivery,North Indian
3.4,Sarjapur Road,Casual Dining,Kerala
4.1,HSR,"Casual Dining, Bar","Italian, Mexican, Continental, Pizza"
3.9,HSR,Quick Bites,"Burger, Fast Food, Beverages"
4.0,HSR,Cafe,"Cafe, Italian, Continental"
3.9,Sarjapur Road,Dessert Parlor,"Ice Cream, Desserts"
0.0,Marathahalli,Quick Bites,Andhra
3.3,Sarjapur Road,Delivery,"South Indian, North Indian, Beverages"
3.2,Bellandur,Quick Bites,North Indian
3.3,Marathahalli,Delivery,Beverages
3.7,Sarjapur Road,Beverage Shop,"Beverages, Fast Food"
2.9,Marathahalli,Bakery,"Bakery, Desserts"
2.4,HSR,Casual Dining,Chinese
3.8,Sarjapur Road,Quick Bites,"North Indian, Chinese, Bengali"
0.0,Sarjapur Road,Quick Bites,Fast Food
3.6,Marathahalli,Casual Dining,"North Indian, Chinese, Kerala"
3.8,HSR,Quick Bites,"Juices, South Indian, Chinese, Fast Food"
3.5,Sarjapur Road,Delivery,"Continental, North Indian, Desserts, Beverages"
3.6,Sarjapur Road,Cafe,"Cafe, Continental, Pizza, Burger, Beverages"
3.7,HSR,"Takeaway, Delivery",Bihari
0.0,Bellandur,Delivery,"North Indian, Mughlai, Chinese, Kebab, Biryani"
3.4,Sarjapur Road,Delivery,North Indian
4.1,Sarjapur Road,Casual Dining,"Andhra, Hyderabadi, Biryani, Chinese, North Indian"
3.0,Marathahalli,Quick Bites,"Pizza, American, Fast Food, Seafood"
0.0,Bellandur,"Takeaway, Delivery","North Indian, Juices"
0.0,HSR,Quick Bites,"South Indian, Andhra"
3.8,Marathahalli,Quick Bites,North Indian
2.9,Bellandur,"Quick Bites, Sweet Shop","North Indian, Street Food, Mithai"
0.0,Bellandur,Delivery,"American, Continental"
4.0,HSR,Sweet Shop,"Mithai, Street Food"
4.2,Bellandur,Quick Bites,"North Indian, Chinese"
4.0,HSR,Casual Dining,"North Indian, Mughlai"
3.0,Marathahalli,Casual Dining,"North Indian, South Indian, Chinese"
3.2,Sarjapur Road,Quick Bites,Andhra
3.5,Bellandur,Casual Dining,"North Indian, Chinese, Hyderabadi"
2.9,Marathahalli,Quick Bites,"North Indian, Chinese, Biryani"
4.3,HSR,Casual Dining,"BBQ, Chinese, Japanese, Asian"
4.0,HSR,Quick Bites,"Italian, Biryani, Fast Food, North Indian, Rolls"
0.0,Sarjapur Road,"Takeaway, Delivery","North Indian, Chinese, Biryani"
4.0,Bellandur,Quick Bites,North Indian
3.7,Bellandur,"Beverage Shop, Quick Bites","Beverages, Ice Cream, Sandwich, Fast Food"
3.7,Marathahalli,Quick Bites,"Chinese, North Indian"
3.2,Sarjapur Road,Casual Dining,"North Indian, Biryani, Chinese"
3.6,Sarjapur Road,Delivery,South Indian
2.9,HSR,Casual Dining,"North Indian, Chinese, Andhra"
3.3,Bellandur,Quick Bites,"Beverages, Fast Food"
3.8,Marathahalli,Dessert Parlor,"Desserts, Ice Cream"
3.2,Sarjapur Road,Quick Bites,"Chinese, North Indian, Mughlai"
0.0,Sarjapur Road,Quick Bites,Fast Food
3.9,Marathahalli,Casual Dining,"North Indian, Chinese, Continental, Street Food"
4.1,Bellandur,Casual Dining,"Chinese, Asian, Seafood"
3.4,Bellandur,Quick Bites,"North Indian, Chinese"
4.0,HSR,Delivery,Pizza
3.2,Bellandur,Quick Bites,North Indian
3.9,HSR,Dessert Parlor,"Desserts, Ice Cream"
3.4,Bellandur,"Dessert Parlor, Bakery","Desserts, Bakery"
3.5,Bellandur,Beverage Shop,"Juices, Fast Food"
3.3,Sarjapur Road,Dessert Parlor,Desserts
4.4,Sarjapur Road,Casual Dining,"Konkan, Mangalorean, Seafood"
3.5,Sarjapur Road,Delivery,Continental
3.1,Bellandur,Casual Dining,"North Indian, Chinese"
2.6,Sarjapur Road,Casual Dining,"North Indian, Mughlai, Biryani, Rolls"
4.0,Sarjapur Road,Quick Bites,"North Indian, Street Food, Chinese, Fast Food"
3.4,Bellandur,Quick Bites,"Fast Food, Burger"
3.2,Bellandur,Quick Bites,"Burger, Fast Food"
3.8,Bellandur,Quick Bites,Fast Food
2.8,Bellandur,Casual Dining,"North Indian, Mughlai, Chinese, Arabian, Kerala"
3.2,Bellandur,Quick Bites,"Salad, Healthy Food"
3.7,Bellandur,Quick Bites,North Indian
3.2,Sarjapur Road,Quick Bites,"South Indian, Fast Food, Chinese, North Indian, Street Food"
3.7,Bellandur,Dessert Parlor,"Desserts, Beverages"
3.3,Bellandur,Quick Bites,Street Food
3.7,Sarjapur Road,Bakery,"Bakery, Desserts"
3.6,Sarjapur Road,Casual Dining,"Mughlai, North Indian, Chinese"
0.0,Bellandur,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food"
4.0,HSR,Quick Bites,"Arabian, BBQ, Rolls, Chinese"
4.4,Marathahalli,"Pub, Casual Dining","North Indian, Chinese, Continental, Momos"
3.9,Sarjapur Road,Delivery,"Bakery, Desserts"
4.4,Old Airport Road,Delivery,"Desserts, Bakery"
4.1,Marathahalli,Quick Bites,"Street Food, Mithai"
4.0,Bellandur,Casual Dining,"Chinese, North Indian"
3.7,Sarjapur Road,Quick Bites,North Indian
4.2,HSR,"Casual Dining, Bar","Continental, North Indian, Mughlai"
3.8,HSR,Quick Bites,"Juices, Ice Cream"
0.0,Marathahalli,Delivery,Biryani
2.9,Bellandur,Quick Bites,"Fast Food, Street Food"
2.9,Marathahalli,Delivery,"Chinese, Momos, Vietnamese, Thai"
3.7,Bellandur,Quick Bites,"North Indian, South Indian, Italian, Chinese, Fast Food"
4.1,HSR,Dessert Parlor,"Desserts, Beverages"
4.0,Bellandur,Casual Dining,North Indian
3.7,Bellandur,Delivery,"North Indian, Chinese"
0.0,Bellandur,Casual Dining,"BBQ, Continental, North Indian, Chinese, Beverages"
0.0,Sarjapur Road,Dessert Parlor,Ice Cream
3.2,Sarjapur Road,Quick Bites,"Pizza, Italian"
3.8,Bellandur,Delivery,North Indian
3.6,Bellandur,Quick Bites,South Indian
3.1,Sarjapur Road,Quick Bites,"Street Food, South Indian"
3.5,Bellandur,Casual Dining,"Andhra, Biryani, Chinese, North Indian"
3.1,Sarjapur Road,Quick Bites,South Indian
2.9,Bellandur,Casual Dining,"North Indian, Mughlai, Biryani, Chinese"
0.0,Sarjapur Road,Quick Bites,"Biryani, North Indian, Chinese"
4.2,Marathahalli,Casual Dining,"BBQ, Continental, North Indian, Pizza, European"
3.0,Marathahalli,Quick Bites,"North Indian, Chinese"
2.9,Sarjapur Road,Cafe,"Cafe, Fast Food"
3.1,Sarjapur Road,Quick Bites,"North Indian, South Indian, Seafood"
3.6,Bellandur,Quick Bites,"North Indian, Street Food, Desserts, Chinese"
3.8,Marathahalli,Quick Bites,"North Indian, Mughlai, Chinese"
3.6,Marathahalli,Quick Bites,"North Indian, Chinese"
3.2,Bellandur,Quick Bites,North Indian
3.6,Bellandur,"Dessert Parlor, Bakery","Desserts, Bakery"
3.7,Marathahalli,Casual Dining,"South Indian, North Indian"
4.1,Sarjapur Road,"Casual Dining, Pub","American, Asian, Continental, North Indian, South Indian, Chinese"
4.1,Sarjapur Road,Casual Dining,"Chinese, Thai, Vietnamese"
3.0,South Bangalore,Takeaway,"North Indian, Hyderabadi, Chinese"
4.3,HSR,Dessert Parlor,"Ice Cream, Desserts"
4.0,HSR,"Beverage Shop, Quick Bites","Beverages, Fast Food"
3.8,Marathahalli,Casual Dining,"Andhra, Biryani, North Indian, Chinese"
3.7,Sarjapur Road,Quick Bites,North Indian
4.0,Bellandur,Dessert Parlor,"Ice Cream, Desserts"
2.9,Sarjapur Road,Quick Bites,"North Indian, Chinese, Rolls"
3.7,Bellandur,Kiosk,"Roast Chicken, Burger"
3.7,Marathahalli,Casual Dining,"Chinese, Thai, Momos"
4.2,Sarjapur Road,"Microbrewery, Pub","Continental, Italian, North Indian"
3.5,HSR,Quick Bites,North Indian
0.0,Sarjapur Road,Sweet Shop,Mithai
3.7,Bellandur,Casual Dining,North Indian
0.0,Marathahalli,Delivery,"Andhra, Biryani, North Indian, South Indian"
3.7,Sarjapur Road,Quick Bites,"Ice Cream, Fast Food, Burger, Pizza, Sandwich, Desserts, Beverages"
3.8,Bellandur,Kiosk,"Ice Cream, Desserts"
2.9,Bellandur,Casual Dining,"North Indian, Andhra"
3.6,Sarjapur Road,Bakery,"Desserts, Bakery"
3.9,Sarjapur Road,Casual Dining,"Biryani, North Indian, Chinese"
3.8,Marathahalli,"Takeaway, Delivery",Lebanese
4.2,Bellandur,"Casual Dining, Pub","European, American"
3.0,Bellandur,Casual Dining,"Pizza, Italian"
0.0,Bellandur,Dessert Parlor,"Ice Cream, Desserts"
3.9,HSR,Quick Bites,"North Indian, Chinese"
3.5,Sarjapur Road,Beverage Shop,"Beverages, Juices, Ice Cream, Sandwich"
3.3,Bellandur,Quick Bites,"North Indian, Chinese"
0.0,Bellandur,Quick Bites,North Indian
0.0,Marathahalli,Delivery,Biryani
0.0,Bellandur,Casual Dining,"Andhra, North Indian"
0.0,Bellandur,Delivery,"North Indian, South Indian, Chinese"
0.0,Marathahalli,Food Court,Juices
3.8,Sarjapur Road,Bakery,"Bakery, Desserts"
4.0,Sarjapur Road,Cafe,Cafe
3.6,Sarjapur Road,Bakery,Bakery
3.4,Marathahalli,"Takeaway, Delivery","Chinese, North Indian, South Indian"
3.1,Marathahalli,Casual Dining,"Hyderabadi, Biryani"
3.6,Marathahalli,Casual Dining,"Andhra, North Indian, Chinese"
3.5,Marathahalli,Bakery,"Bakery, Desserts"
3.8,Bellandur,Delivery,"Australian, Continental"
0.0,HSR,Casual Dining,"North Indian, Chinese, Continental"
4.0,HSR,"Cafe, Casual Dining","Cafe, Continental, Salad, Italian"
0.0,Sarjapur Road,Casual Dining,"South Indian, North Indian"
3.7,Marathahalli,Casual Dining,North Indian
3.2,HSR,"Takeaway, Delivery","Continental, North Indian"
3.4,Bellandur,Quick Bites,Arabian
0.0,Sarjapur Road,Quick Bites,"Biryani, Chinese, North Indian"
0.0,Sarjapur Road,Dessert Parlor,Ice Cream
3.8,Bellandur,Casual Dining,"North Indian, Salad, Healthy Food"
3.8,Bellandur,Quick Bites,"North Indian, Chinese, Biryani, South Indian"
3.1,Bellandur,Quick Bites,"North Indian, Chinese, Biryani"
0.0,HSR,Quick Bites,"North Indian, Chinese"
3.3,Bellandur,Quick Bites,"North Indian, South Indian"
0.0,Bellandur,"Takeaway, Delivery","Continental, North Indian, Fast Food"
0.0,Marathahalli,Casual Dining,"North Indian, Seafood, Biryani, Chinese"
3.6,HSR,Quick Bites,South Indian
3.5,Sarjapur Road,Casual Dining,"North Indian, South Indian, Biryani"
3.7,Bellandur,Dessert Parlor,"Ice Cream, Desserts"
3.6,Bellandur,"Casual Dining, Bar","North Indian, South Indian, Andhra"
2.8,Sarjapur Road,Quick Bites,"Fast Food, Burger"
3.0,Sarjapur Road,Quick Bites,"Biryani, Chinese, North Indian"
3.7,Sarjapur Road,Quick Bites,"Burger, Fast Food"
4.1,Bellandur,Dessert Parlor,"Ice Cream, Desserts"
0.0,HSR,Quick Bites,"Rolls, Sandwich"
3.0,Marathahalli,Quick Bites,"North Indian, Chinese"
2.8,Sarjapur Road,"Quick Bites, Sweet Shop","Street Food, Fast Food, Mithai"
0.0,Bellandur,"Dessert Parlor, Bakery","Desserts, Bakery, Beverages"
3.6,Sarjapur Road,Bakery,"Bakery, Desserts"
3.7,Sarjapur Road,"Beverage Shop, Dessert Parlor","Beverages, Ice Cream"
2.6,Bellandur,Casual Dining,North Indian
3.3,Bellandur,Casual Dining,"Continental, Chinese, Thai, BBQ, Steak"
3.8,HSR,Quick Bites,"Pizza, Fast Food, BBQ"
4.3,Sarjapur Road,Bakery,"Bakery, Desserts, Healthy Food"
3.8,Sarjapur Road,Casual Dining,"Seafood, South Indian"
3.5,Sarjapur Road,Quick Bites,"North Indian, Biryani"
0.0,Sarjapur Road,"Bar, Casual Dining","North Indian, South Indian, Chinese, Hyderabadi"
3.7,Bellandur,Bakery,"Bakery, Desserts"
3.8,Marathahalli,Casual Dining,"North Indian, Chinese, Seafood"
3.8,HSR,Quick Bites,"Arabian, North Indian"
3.2,Sarjapur Road,Quick Bites,"Biryani, Fast Food, Rolls"
3.1,Bellandur,Casual Dining,"Thai, Asian"
3.8,Marathahalli,Quick Bites,"Chinese, North Indian"
3.7,Sarjapur Road,Casual Dining,"Chinese, North Indian"
3.3,Sarjapur Road,Quick Bites,"North Indian, Chinese"
3.6,HSR,"Cafe, Casual Dining","Cafe, Italian, Pizza, Chinese"
3.1,Sarjapur Road,Bakery,"Bakery, Desserts"
0.0,Bellandur,Quick Bites,"Fast Food, Juices"
4.0,HSR,Casual Dining,"Asian, Beverages"
3.6,Bellandur,Quick Bites,"Continental, Biryani, Italian, North Indian, Chinese"
3.6,Bellandur,Quick Bites,"Chinese, Biryani"
3.0,Bellandur,Casual Dining,"North Indian, Chinese"
3.3,Bellandur,Quick Bites,"Healthy Food, Salad"
3.7,Bellandur,Food Court,Ice Cream
0.0,Bellandur,Delivery,"Desserts, Bakery"
0.0,Bellandur,"Takeaway, Delivery",South Indian
3.4,Bellandur,Quick Bites,"Andhra, Biryani, South Indian, Chinese"
3.6,Sarjapur Road,"Takeaway, Delivery",North Indian
3.5,Sarjapur Road,Delivery,"North Indian, Chinese, Momos"
2.7,Bellandur,Food Court,"Mexican, Tex-Mex"
3.2,Sarjapur Road,Quick Bites,"North Indian, Fast Food"
2.9,Sarjapur Road,Bakery,"Bakery, Desserts"
0.0,Bellandur,Casual Dining,"North Indian, Chinese, Biryani"
3.1,Sarjapur Road,Casual Dining,"North Indian, Chinese"
3.7,Bellandur,"Bakery, Quick Bites","Bakery, Fast Food, Italian"
0.0,Bellandur,Quick Bites,"Andhra, Biryani"
3.2,Bellandur,Beverage Shop,"Beverages, Desserts"
3.7,HSR,"Quick Bites, Beverage Shop","Beverages, Fast Food"
3.4,Marathahalli,Quick Bites,"North Indian, Street Food"
3.9,HSR,"Casual Dining, Bar","Mediterranean, Continental, North Indian, Mughlai, Salad"
0.0,Sarjapur Road,Delivery,"North Indian, Continental"
0.0,Bellandur,Quick Bites,"South Indian, North Indian"
3.2,Sarjapur Road,Quick Bites,"Fast Food, Street Food"
0.0,Sarjapur Road,Quick Bites,"North Indian, Chinese"
3.6,Bellandur,Casual Dining,"North Indian, Biryani, Chinese"
3.1,Whitefield,Quick Bites,North Indian
3.7,Bellandur,"Dessert Parlor, Quick Bites","Bakery, Fast Food, Fast Food"
0.0,Marathahalli,Food Court,"Fast Food, Beverages"
3.2,Bellandur,Mess,"South Indian, North Indian"
0.0,Sarjapur Road,"Quick Bites, Beverage Shop","Burger, Sandwich, Beverages, Juices"
0.0,Bellandur,"Takeaway, Delivery","Andhra, Beverages, Biryani, Chinese, Fast Food, Hyderabadi, North Indian, South Indian"
3.7,Bellandur,Quick Bites,Street Food
2.3,Bellandur,Casual Dining,"Andhra, South Indian, Chinese, North Indian"
3.3,Sarjapur Road,Delivery,"Tea, Beverages"
3.7,Bellandur,Casual Dining,"North Indian, Biryani, Chinese"
3.4,Bellandur,Quick Bites,"Kerala, Beverages"
3.8,Sarjapur Road,Takeaway,South Indian
2.8,Bellandur,Quick Bites,"Biryani, North Indian"
3.5,Bellandur,Casual Dining,"Andhra, Chettinad"
3.6,Sarjapur Road,Quick Bites,"North Indian, Chinese"
3.9,Sarjapur Road,Dessert Parlor,Desserts
0.0,Bellandur,Quick Bites,"South Indian, Fast Food"
3.6,Bellandur,"Takeaway, Delivery","Andhra, South Indian, North Indian, Biryani"
3.3,Koramangala 1st Block,Delivery,North Indian
0.0,Marathahalli,Quick Bites,"Andhra, Biryani, North Indian, South Indian"
3.5,Marathahalli,Quick Bites,"Chinese, South Indian, Fast Food"
3.6,Bellandur,"Takeaway, Delivery","North Indian, South Indian"
3.8,HSR,Dessert Parlor,"Desserts, Ice Cream"
3.7,Koramangala 1st Block,Delivery,"North Indian, South Indian, Chinese"
3.3,Bellandur,Casual Dining,"Chinese, South Indian, North Indian, Biryani"
0.0,Bellandur,Quick Bites,"Italian, Fast Food"
0.0,Bellandur,Quick Bites,"Biryani, Chinese"
0.0,Bellandur,"Dessert Parlor, Bakery","Desserts, Bakery"
3.0,Marathahalli,Quick Bites,North Indian
3.5,Bellandur,Delivery,"North Indian, Chinese"
0.0,Bellandur,Quick Bites,"North Indian, Chinese, Biryani"
3.7,Bellandur,"Food Court, Quick Bites","Mexican, Fast Food"
3.7,Sarjapur Road,Bakery,"Bakery, Desserts"
0.0,Bellandur,Quick Bites,"North Indian, Chinese"
0.0,Bellandur,"Takeaway, Delivery","Bakery, Desserts"
0.0,Bellandur,Delivery,"Chettinad, South Indian"
0.0,Bellandur,"Takeaway, Delivery",Chinese
0.0,Bellandur,"Takeaway, Delivery","Bengali, North Indian"
3.0,Bellandur,Food Court,"South Indian, Biryani"
3.4,Bellandur,Quick Bites,South Indian
2.1,Bellandur,Casual Dining,North Indian
2.7,Bellandur,"Takeaway, Delivery","North Indian, Mughlai, Biryani"
0.0,Bellandur,Delivery,"North Indian, Biryani"
0.0,Bellandur,Delivery,North Indian
0.0,Bellandur,"Food Court, Quick Bites",Fast Food
